,Word,POS,Sentiment
4340,ire,noun,negative
4341,irk,verb,negative
4342,irksome,anypos,negative
4343,ironic,adj,negative
4344,ironies,adj,negative
4345,ironies,noun,negative
4346,irony,anypos,negative
4347,irrational,adj,negative
4348,irrationality,noun,negative
4349,irrationally,anypos,negative
4350,irreconcilable,adj,negative
4351,irredeemable,adj,negative
4352,irredeemably,adverb,negative
4353,irreformable,adj,negative
4354,irrefutable,adj,positive
4355,irrefutably,anypos,positive
4356,irregardless,anypos,neutral
4357,irregular,adj,negative
4358,irregularity,noun,negative
4359,irrelevance,noun,negative
4360,irrelevant,adj,negative
4361,irreparable,adj,negative
4362,irreplacible,adj,negative
4363,irrepressible,adj,negative
4364,irreproachable,adj,positive
4365,irresistible,adj,positive
4366,irresistibly,anypos,positive
4367,irresolute,adj,negative
4368,irresolvable,adj,negative
4369,irresponsible,adj,negative
4370,irresponsibly,adverb,negative
4371,irretrievable,adj,negative
4372,irreverence,noun,negative
4373,irreverent,adj,negative
4374,irreverently,adverb,negative
4375,irreversible,adj,negative
4376,irreversible,noun,negative
4377,irritable,adj,negative
4378,irritably,adverb,negative
4379,irritant,noun,negative
4380,irritate,verb,negative
4381,irritated,adj,negative
4382,irritating,anypos,negative
4383,irritation,adj,negative
4384,irritation,noun,negative
4385,isolate,verb,negative
4386,isolated,adj,negative
4387,isolation,noun,negative
4388,itch,verb,negative
4389,jabber,verb,negative
4390,jaded,adj,negative
4391,jam,noun,negative
4392,jar,verb,negative
4393,jaundiced,adj,negative
4394,jauntily,adverb,positive
4395,jaunty,adj,positive
4396,jealous,adj,negative
4397,jealously,anypos,negative
4398,jealousness,noun,negative
4399,jealousy,noun,negative
4400,jeer,noun,negative
4401,jeer,verb,negative
4402,jeering,anypos,negative
4403,jeeringly,anypos,negative
4404,jeers,noun,negative
4405,jeopardize,verb,negative
4406,jeopardy,noun,negative
4407,jerk,anypos,negative
4408,jest,verb,positive
4409,jittery,adj,negative
4410,jobless,adj,negative
4411,joke,noun,positive
4412,joke,verb,positive
4413,joker,noun,negative
4414,jollify,verb,positive
4415,jolly,anypos,positive
4416,jolt,verb,negative
4417,jovial,adj,positive
4418,joy,noun,positive
4419,joyful,adj,positive
4420,joyfully,anypos,positive
4421,joyless,adj,positive
4422,joyous,anypos,positive
4423,joyously,anypos,positive
4424,jubilant,adj,positive
4425,jubilantly,anypos,positive
4426,jubilate,verb,positive
4427,jubilation,anypos,positive
4428,jubilation,noun,positive
4429,judgement,adj,neutral
4430,judgement,noun,neutral
4431,judgements,adj,neutral
4432,judgements,noun,neutral
4433,judicious,adj,positive
4434,judgment,adj,neutral
4435,judgment,noun,neutral
4436,judgments,adj,neutral
4437,judgments,noun,neutral
4438,jumpy,adj,negative
4439,junk,noun,negative
4440,junky,adj,negative
4441,just,adj,positive
4442,just,anypos,positive
4443,just,noun,positive
4444,justice,adj,positive
4445,justice,noun,positive
4446,justifiable,adj,positive
4447,justifiably,anypos,positive
4448,justification,noun,positive
4449,justify,verb,positive
4450,justly,anypos,positive
4451,juvenile,adj,negative
4452,kaput,adj,negative
4453,keen,adj,positive
4454,keen,noun,negative
4455,keen,verb,negative
4456,keenly,anypos,positive
4457,keenness,adj,positive
4458,keenness,noun,positive
4459,kemp,adj,positive
4460,key,adj,neutral
4461,kick,adj,negative
4462,kick,noun,negative
4463,kid,verb,positive
4464,kill,verb,negative
4465,killer,noun,negative
4466,killer,noun,negative
4467,killjoy,noun,negative
4468,kind,adj,positive
4469,kindly,anypos,positive
4470,kindliness,noun,positive
4471,kindness,noun,positive
4472,kingmaker,noun,positive
4473,kiss,noun,positive
4474,kiss,verb,positive
4475,knave,noun,negative
4476,knife,verb,negative
4477,knock,noun,negative
4478,knock,verb,negative
4479,knew,verb,neutral
4480,know,verb,neutral
4481,knowing,anypos,neutral
4482,knowingly,anypos,neutral
4483,knowledge,noun,neutral
4484,knowledgeable,anypos,positive
4485,kook,noun,negative
4486,kooky,adj,negative
4487,lack,adj,negative
4488,lack,noun,negative
4489,lackadaisical,adj,negative
4490,lackey,noun,negative
4491,lackeys,adj,negative
4492,lackeys,noun,negative
4493,lacking,adj,negative
4494,lackluster,anypos,negative
4495,laconic,adj,negative
4496,lag,verb,negative
4497,lambast,verb,negative
4498,lambaste,verb,negative
4499,lame,adj,negative
4500,lame-duck,adj,negative
4501,lament,verb,negative
4502,lamentable,anypos,negative
4503,lamentably,anypos,negative
4504,languid,adj,negative
4505,languish,verb,negative
4506,lanky,adj,negative
4507,languor,noun,negative
4508,languorous,adj,negative
4509,languorously,adverb,negative
4510,large,adj,neutral
4511,large-scale,adj,neutral
4512,lapse,noun,negative
4513,large,adj,positive
4514,large,adverb,positive
4515,largely,adverb,neutral
4516,lark,verb,positive
4517,lascivious,adj,negative
4518,last-ditch,adj,negative
4519,last-ditch,noun,negative
4520,lastly,anypos,neutral
4521,laud,verb,positive
4522,laudable,anypos,positive
4523,laudably,anypos,positive
4524,laugh,noun,negative
4525,laugh,verb,negative
4526,laughable,anypos,negative
4527,laughably,anypos,negative
4528,laughingstock,noun,negative
4529,laughter,noun,negative
4530,lavish,adj,positive
4531,lavish,verb,positive
4532,lavishly,anypos,positive
4533,law-abiding,adj,positive
4534,lawbreaker,adj,negative
4535,lawbreaking,anypos,negative
4536,lawful,adj,positive
4537,lawfully,adverb,positive
4538,lawless,adj,negative
4539,lawlessness,adj,negative
4540,lawlessness,noun,negative
4541,lax,adj,negative
4542,lax,noun,negative
4543,lazy,adj,negative
4544,leading,adj,positive
4545,leak,verb,negative
4546,leakage,noun,negative
4547,leaky,adj,negative
4548,lean,adj,positive
4549,lean,noun,positive
4550,learn,adj,neutral
4551,learning,noun,positive
4552,learned,noun,positive
4553,least,anypos,negative
4554,lech,noun,negative
4555,lecher,noun,negative
4556,lecher,noun,negative
4557,lecherous,adj,negative
4558,lechery,noun,negative
4559,lecture,noun,negative
4560,lecture,verb,negative
4561,leech,adj,negative
4562,leech,noun,negative
4563,leech,verb,negative
4564,leer,noun,negative
4565,leer,verb,negative
4566,leery,adj,negative
4567,left-leaning,adj,negative
4568,legacy,noun,neutral
4569,legacies,adj,neutral
4570,legacies,noun,neutral
4571,legalistic,adj,neutral
4572,legalistic,noun,neutral
4573,legendary,adj,positive
4574,legitimacy,noun,positive
4575,legitimate,adj,positive
4576,legitimately,adverb,positive
4577,lenient,adj,positive
4578,leniently,adverb,positive
4579,less,adverb,negative
4580,less-developed,adj,negative
4581,less-expensive,adj,positive
4582,lessen,verb,negative
4583,lesser,anypos,negative
4584,lesser-known,adj,negative
4585,letch,noun,negative
4586,lethal,adj,negative
4587,lethargic,adj,negative
4588,lethargy,noun,negative
4589,leverage,noun,positive
4590,leverage,verb,positive
4591,levity,noun,positive
4592,lewd,adj,negative
4593,lewdly,adverb,negative
4594,lewdness,noun,negative
4595,liable,adj,negative
4596,liability,adj,negative
4597,liability,noun,negative
4598,liar,adj,negative
4599,liar,noun,negative
4600,liars,adj,negative
4601,liars,noun,negative
4602,liberal,adj,positive
4603,liberation,adj,positive
4604,liberation,noun,positive
4605,liberalism,noun,positive
4606,liberally,adverb,positive
4607,liberate,verb,positive
4608,liberty,noun,positive
4609,licentious,adj,negative
4610,licentiously,adverb,negative
4611,licentiousness,noun,negative
4612,lie,adj,negative
4613,lie,noun,negative
4614,lie,verb,negative
4615,lier,noun,negative
4616,lies,adj,negative
4617,lies,noun,negative
4618,life-threatening,adj,negative
4619,lifeblood,noun,positive
4620,lifeless,adj,negative
4621,lifelong,adj,positive
4622,light,adj,positive
4623,light,noun,positive
4624,light-hearted,adj,positive
4625,lighten,verb,positive
4626,likable,adj,positive
4627,like,verb,positive
4628,likelihood,adj,neutral
4629,likelihood,noun,neutral
4630,likely,anypos,neutral
4631,liking,noun,positive
4632,likewise,anypos,neutral
4633,limit,adj,negative
4634,limit,verb,negative
4635,limitation,noun,negative
4636,limited,adj,negative
4637,limitless,adj,neutral
4638,limitless,noun,neutral
4639,limp,adj,negative
4640,lionhearted,adj,positive
4641,listless,adj,negative
4642,literate,adj,positive
4643,litigious,adj,negative
4644,little,adj,negative
4645,little-known,adj,negative
4646,live,adj,positive
4647,lively,adj,positive
4648,livid,anypos,negative
4649,lividly,anypos,negative
4650,loath,adj,negative
4651,loathe,adj,negative
4652,loathe,verb,negative
4653,loathing,anypos,negative
4654,loathly,anypos,negative
4655,loathsome,adj,negative
4656,loathsomely,anypos,negative
4657,lofty,adj,positive
4658,logical,adj,positive
4659,lone,adj,negative
4660,lone,noun,negative
4661,loneliness,noun,negative
4662,lonely,adj,negative
4663,lonesome,adj,negative
4664,long,verb,negative
4665,longing,noun,negative
4666,longingly,anypos,negative
4667,look,anypos,neutral
4668,looking,anypos,neutral
4669,loophole,noun,negative
4670,loopholes,adj,negative
4671,loopholes,noun,negative
4672,loot,verb,negative
4673,lorn,adj,negative
4674,losing,adj,negative
4675,losing,noun,negative
4676,lose,verb,negative
4677,loser,noun,negative
4678,loss,noun,negative
4679,lost,adj,negative
4680,lousy,adj,negative
4681,lovable,adj,positive
4682,lovably,adverb,positive
4683,love,noun,positive
4684,love,verb,positive
4685,loveless,adj,negative
4686,loveliness,noun,positive
4687,lovelorn,adj,negative
4688,lover,noun,positive
4689,lovely,adj,positive
4690,lovely,anypos,positive
4691,low,adj,negative
4692,low-cost,adj,positive
4693,low-rated,adj,negative
4694,low-risk,adj,positive
4695,lower-priced,adj,positive
4696,lowly,adj,negative
4697,loyal,adj,positive
4698,loyalty,adj,positive
4699,loyalty,noun,positive
4700,lucid,adj,positive
4701,lucidly,adj,positive
4702,luck,noun,positive
4703,luckier,adj,positive
4704,luckier,noun,positive
4705,luckiest,anypos,positive
4706,luckily,adj,positive
4707,luckiness,noun,positive
4708,lucky,adj,positive
4709,lucky,noun,positive
4710,lucrative,adj,positive
4711,lucrative,noun,positive
4712,ludicrous,adj,negative
4713,ludicrously,anypos,negative
4714,lugubrious,adj,negative
4715,lukewarm,adj,negative
4716,lull,verb,negative
4717,luminous,adj,positive
4718,lunatic,adj,negative
4719,lunatic,noun,negative
4720,lunaticism,noun,negative
4721,lurch,verb,negative
4722,lure,verb,negative
4723,lurid,adj,negative
4724,lurk,verb,negative
4725,lurking,adj,negative
4726,lush,adj,positive
4727,lust,verb,both
4728,lure,verb,negative
4729,luster,noun,positive
4730,lustrous,adj,positive
4731,luxuriant,adj,positive
4732,luxuriate,verb,positive
4733,luxurious,anypos,positive
4734,luxuriously,anypos,positive
4735,luxury,adj,positive
4736,luxury,noun,positive
4737,lying,anypos,negative
4738,lyrical,adj,positive
4739,macabre,adj,negative
4740,mad,adj,negative
4741,madden,verb,negative
4742,maddening,anypos,negative
4743,maddeningly,anypos,negative
4744,madder,adj,negative
4745,madder,noun,negative
4746,madly,anypos,negative
4747,madman,noun,negative
4748,madness,noun,negative
4749,magic,adj,positive
4750,magical,adj,positive
4751,magnanimous,anypos,positive
4752,magnanimously,anypos,positive
4753,magnetic,adj,positive
4754,magnificence,anypos,positive
4755,magnificent,adj,positive
4756,magnificent,anypos,positive
4757,magnificently,anypos,positive
4758,magnify,verb,positive
4759,majestic,adj,positive
4760,majesty,noun,positive
4761,major,adj,neutral
4762,maladjusted,adj,negative
4763,maladjustment,noun,negative
4764,malady,noun,negative
4765,malaise,noun,negative
4766,malcontent,adj,negative
4767,malcontent,noun,negative
4768,malcontented,adj,negative
4769,maledict,noun,negative
4770,maledict,verb,negative
4771,malevolence,noun,negative
4772,malevolent,adj,negative
4773,malevolently,anypos,negative
4774,malice,noun,negative
4775,malicious,adj,negative
4776,maliciously,anypos,negative
4777,maliciousness,noun,negative
4778,malign,adj,negative
4779,malign,verb,negative
4780,malignant,adj,negative
4781,malodorous,adj,negative
4782,maltreatment,adj,negative
4783,maltreatment,noun,negative
4784,manageable,adj,positive
4785,maneuver,adj,negative
4786,maneuver,noun,negative
4787,mangle,verb,negative
4788,mania,noun,negative
4789,maniac,noun,negative
4790,maniacal,adj,negative
4791,manic,adj,negative
4792,manifest,adj,positive
4793,manipulate,verb,negative
4794,manipulation,adj,negative
4795,manipulation,noun,negative
4796,manipulative,adj,negative
4797,manipulators,adj,negative
4798,manipulators,noun,negative
4799,manly,adj,positive
4800,mannerly,adj,positive
4801,mantra,adj,neutral
4802,mantra,noun,neutral
4803,mar,noun,negative
4804,mar,verb,negative
4805,marginal,adj,negative
4806,marginally,adverb,negative
4807,martyrdom,noun,negative
4808,martyrdom-seeking,adj,negative
4809,marvel,noun,positive
4810,marvel,verb,positive
4811,marvellous,adj,positive
4812,marvelous,adj,positive
4813,marvelous,anypos,positive
4814,marvelously,anypos,positive
4815,marvelousness,noun,positive
4816,marvels,noun,positive
4817,massacre,noun,negative
4818,massacre,verb,negative
4819,massacres,noun,negative
4820,massive,adj,neutral
4821,master,adj,positive
4822,master,noun,positive
4823,masterful,adj,positive
4824,masterfully,adverb,positive
4825,masterpiece,noun,positive
4826,masterpieces,noun,positive
4827,masters,adj,positive
4828,masters,noun,positive
4829,mastery,noun,positive
4830,matchless,adj,positive
4831,matter,verb,neutral
4832,mature,adj,positive
4833,maturely,adverb,positive
4834,maturity,noun,positive
4835,maverick,adj,negative
4836,mawkish,anypos,negative
4837,mawkishly,anypos,negative
4838,mawkishness,anypos,negative
4839,maxi-devaluation,adj,negative
4840,maxi-devaluation,noun,negative
4841,maximize,verb,positive
4842,maybe,anypos,neutral
4843,meager,adj,negative
4844,mean,adj,negative
4845,mean,verb,neutral
4846,meaningful,adj,positive
4847,meaningless,adj,negative
4848,meanness,noun,negative
4849,meddle,verb,negative
4850,meddlesome,anypos,negative
4851,mediocre,adj,negative
4852,mediocrity,noun,negative
4853,meek,adj,positive
4854,melancholy,adj,negative
4855,mellow,adj,positive
4856,melodramatic,adj,negative
4857,melodramatically,adverb,negative
4858,memorable,adj,positive
4859,memorialize,verb,positive
4860,memories,adj,neutral
4861,memories,noun,neutral
4862,menace,noun,negative
4863,menace,verb,negative
4864,menacing,anypos,negative
4865,menacingly,anypos,negative
4866,mend,verb,positive
4867,mendacious,adj,negative
4868,mendacity,noun,negative
4869,menial,adj,negative
4870,mentality,noun,neutral
4871,mentor,noun,positive
4872,merciful,anypos,positive
4873,mercifully,anypos,positive
4874,merciless,adj,negative
4875,mercilessly,adverb,negative
4876,mercy,adj,positive
4877,mercy,noun,positive
4878,mere,adj,negative
4879,mere,anypos,negative
4880,merely,anypos,negative
4881,merit,noun,positive
4882,merit,verb,positive
4883,meritorious,adj,positive
4884,merrily,adj,positive
4885,merriment,noun,positive
4886,merriness,noun,positive
4887,merry,adj,positive
4888,mesmerize,verb,positive
4889,mesmerizing,anypos,positive
4890,mesmerizing,anypos,positive
4891,mesmerizingly,anypos,positive
4892,mess,adj,negative
4893,mess,noun,negative
4894,messy,adj,negative
4895,metaphorize,verb,neutral
4896,meticulous,adj,positive
4897,meticulously,adj,positive
4898,midget,adj,negative
4899,midget,noun,negative
4900,miff,verb,negative
4901,might,anypos,neutral
4902,might,noun,positive
4903,mightily,anypos,positive
4904,mighty,anypos,positive
4905,mild,adj,positive
4906,militancy,adj,negative
4907,militancy,noun,negative
4908,mind,verb,negative
4909,mindful,adj,positive
4910,mindless,anypos,negative
4911,mindlessly,anypos,negative
4912,minister,verb,positive
4913,minor,adj,neutral
4914,miracle,noun,positive
4915,miracles,noun,positive
4916,miraculous,adj,positive
4917,miraculously,anypos,positive
4918,miraculousness,noun,positive
4919,mirage,adj,negative
4920,mirage,noun,negative
4921,mire,noun,negative
4922,mire,verb,negative
4923,mirth,noun,positive
4924,misapprehend,verb,negative
4925,misbecoming,adj,negative
4926,misbecome,verb,negative
4927,misbegotten,adj,negative
4928,misbehave,verb,negative
4929,misbehavior,noun,negative
4930,miscalculate,verb,negative
4931,miscalculation,adj,negative
4932,miscalculation,noun,negative
4933,mischief,adj,negative
4934,mischief,noun,negative
4935,mischievous,anypos,negative
4936,mischievously,anypos,negative
4937,misconception,anypos,negative
4938,misconceptions,adj,negative
4939,misconceptions,noun,negative
4940,miscreant,noun,negative
4941,miscreants,noun,negative
4942,misdirection,noun,negative
4943,miser,noun,negative
4944,miserly,anypos,negative
4945,miserable,adj,negative
4946,miserableness,noun,negative
4947,miserably,anypos,negative
4948,miseries,noun,negative
4949,misery,anypos,negative
4950,misery,noun,negative
4951,misfit,noun,negative
4952,misfortune,noun,negative
4953,misgiving,noun,negative
4954,misgivings,noun,negative
4955,misguidance,noun,negative
4956,misguide,verb,negative
4957,misguided,adj,negative
4958,mishandle,verb,negative
4959,mishap,noun,negative
4960,misinform,verb,negative
4961,misinformed,adj,negative
4962,misinterpret,verb,negative
4963,misjudge,verb,negative
4964,misjudgment,noun,negative
4965,mislead,noun,negative
4966,mislead,verb,negative
4967,misleading,anypos,negative
4968,misleadingly,anypos,negative
4969,mislike,verb,negative
4970,mismanage,verb,negative
4971,misread,verb,negative
4972,misreading,adj,negative
4973,misreading,noun,negative
4974,misrepresent,verb,negative
4975,misrepresentation,anypos,negative
4976,miss,verb,negative
4977,misstatement,noun,negative
4978,mistake,adj,negative
4979,mistake,noun,negative
4980,mistaken,verb,negative
4981,mistakenly,adverb,negative
4982,mistakes,adj,negative
4983,mistakes,noun,negative
4984,mistrust,adj,negative
4985,mistrust,noun,negative
4986,mistrustful,anypos,negative
4987,mistrustfully,anypos,negative
4988,misunderstand,verb,negative
4989,misunderstood,verb,negative
4990,misunderstanding,adj,negative
4991,misunderstanding,noun,negative
4992,misunderstanding,verb,negative
4993,misunderstandings,adj,negative
4994,misunderstandings,noun,negative
4995,misuse,verb,negative
4996,mm,anypos,neutral
4997,moan,verb,negative
4998,mock,adj,negative
4999,mock,verb,negative
5000,mockeries,noun,negative
5001,mockery,noun,negative
5002,mocking,adj,negative
5003,mockingly,anypos,negative
5004,moderate,adj,positive
5005,moderation,adj,positive
5006,moderation,noun,positive
5007,modern,adj,positive
5008,modest,adj,positive
5009,modesty,noun,positive
5010,molest,verb,negative
5011,molestation,noun,negative
5012,mollify,verb,positive
5013,momentous,adj,positive
5014,monotonous,adj,negative
5015,monotony,noun,negative
5016,monster,noun,negative
5017,monstrosities,noun,negative
5018,monstrosity,noun,negative
5019,monstrous,adj,negative
5020,monstrously,anypos,negative
5021,monumental,adj,positive
5022,monumentally,adj,positive
5023,moody,adj,negative
5024,moon,verb,negative
5025,moot,adj,negative
5026,mope,verb,negative
5027,moral,adj,positive
5028,moral,noun,positive
5029,morality,noun,positive
5030,moralize,verb,positive
5031,morbid,adj,negative
5032,morbidly,adj,negative
5033,mordant,adj,negative
5034,mordantly,adj,negative
5035,moreover,anypos,neutral
5036,moribund,adj,negative
5037,mortification,noun,negative
5038,mortified,adj,negative
5039,mortify,verb,negative
5040,mortifying,adj,negative
5041,mortifying,anypos,negative
5042,most,anypos,neutral
5043,mostly,anypos,neutral
5044,motionless,adj,negative
5045,motivate,verb,positive
5046,motivated,adj,positive
5047,motivation,adj,positive
5048,motivation,noun,positive
5049,motive,adj,neutral
5050,motive,noun,neutral
5051,motley,adj,negative
5052,mourn,verb,negative
5053,mourner,noun,negative
5054,mournful,anypos,negative
5055,mournfully,anypos,negative
5056,move,verb,neutral
5057,moving,adj,positive
5058,much,anypos,neutral
5059,muddle,verb,negative
5060,muddy,adj,negative
5061,mudslinger,noun,negative
5062,mudslinging,noun,negative
5063,mulish,adj,negative
5064,multi-polarization,adj,negative
5065,multi-polarization,noun,negative
5066,mum,adj,neutral
5067,mundane,adj,negative
5068,murder,noun,negative
5069,murder,verb,negative
5070,murderous,adj,negative
5071,murderously,adverb,negative
5072,murky,adj,negative
5073,muscle-flexing,anypos,negative
5074,must,anypos,neutral
5075,myriad,noun,positive
5076,mysterious,adj,negative
5077,mysteriously,adverb,negative
5078,mystery,noun,negative
5079,mystify,verb,negative
5080,mistified,adj,negative
5081,myth,adj,negative
5082,myth,noun,negative
5083,nag,verb,negative
5084,nagging,anypos,negative
5085,naive,adj,negative
5086,naively,adverb,negative
5087,nap,adj,neutral
5088,nap,noun,neutral
5089,narrow,adj,negative
5090,narrower,adj,negative
5091,narrower,noun,negative
5092,nascent,adj,neutral
5093,nastily,anypos,negative
5094,nastiness,noun,negative
5095,nasty,adj,negative
5096,nationalism,adj,negative
5097,nationalism,noun,negative
5098,natural,adj,positive
5099,naturally,adverb,positive
5100,nature,adj,neutral
5101,nature,noun,neutral
5102,naughty,adj,negative
5103,nauseate,verb,negative
5104,nauseating,adj,negative
5105,nauseatingly,adverb,negative
5106,navigable,adj,positive
5107,neat,adj,positive
5108,neatly,adverb,positive
5109,nebulous,adj,negative
5110,nebulous,noun,negative
5111,nebulously,anypos,negative
5112,necessarily,adj,positive
5113,necessary,adj,positive
5114,need,adj,negative
5115,need,noun,negative
5116,need,verb,neutral
5117,needful,adj,neutral
5118,needful,noun,neutral
5119,needfully,anypos,neutral
5120,needless,adj,negative
5121,needlessly,adverb,negative
5122,needs,adj,neutral
5123,needs,noun,neutral
5124,needy,adj,negative
5125,nefarious,adj,negative
5126,nefariously,anypos,negative
5127,negate,verb,negative
5128,negation,noun,negative
5129,negative,adj,negative
5130,neglect,noun,negative
5131,neglect,verb,negative
5132,neglected,adj,negative
5133,negligent,adj,negative
5134,negligence,noun,negative
5135,negligible,adj,negative
5136,nemesis,noun,negative
5137,nettle,verb,negative
5138,nettlesome,adj,negative
5139,nevertheless,anypos,neutral
5140,nervous,adj,negative
5141,nervously,adverb,negative
5142,nervousness,noun,negative
5143,neurotic,adj,negative
5144,neurotically,adverb,negative
5145,neutralize,verb,positive
5146,nice,adj,positive
5147,nicely,anypos,positive
5148,nifty,adj,positive
5149,niggle,verb,negative
5150,nightmare,noun,negative
5151,nightmarish,adj,negative
5152,nightmarishly,adverb,negative
5153,nimble,adj,positive
5154,nix,verb,negative
5155,noble,adj,positive
5156,nobly,adverb,positive
5157,noisy,adj,negative
5158,non-confidence,adj,negative
5159,non-confidence,noun,negative
5160,non-violence,noun,positive
5161,non-violent,adj,positive
5162,nonexistent,adj,negative
5163,nonsense,anypos,negative
5164,nonviolent,adj,neutral
5165,normal,adj,positive
5166,nosey,adj,negative
5167,notable,adj,positive
5168,notable,noun,positive
5169,notably,anypos,positive
5170,noteworthy,adj,positive
5171,noteworthy,noun,positive
5172,noticeable,adj,positive
5173,notion,adj,neutral
5174,notion,noun,neutral
5175,notorious,adj,negative
5176,notoriously,adverb,negative
5177,novel,adj,positive
5178,nourish,verb,positive
5179,nourishing,adj,positive
5180,nourishment,noun,positive
5181,nuance,adj,neutral
5182,nuance,noun,neutral
5183,nuances,adj,neutral
5184,nuances,noun,neutral
5185,nuisance,adj,negative
5186,nuisance,noun,negative
5187,numb,verb,negative
5188,nurture,verb,positive
5189,nurturing,adj,positive
5190,nurturing,noun,positive
5191,oasis,noun,positive
5192,obedience,noun,positive
5193,obedient,adj,positive
5194,obediently,adverb,positive
5195,obey,verb,positive
5196,obese,adj,negative
5197,obese,noun,negative
5198,object,verb,negative
5199,objection,adj,negative
5200,objection,noun,negative
5201,objectionable,adj,negative
5202,objections,adj,negative
5203,objections,noun,negative
5204,objective,adj,positive
5205,objectively,adverb,positive
5206,obligation,adj,neutral
5207,obligation,noun,neutral
5208,obliged,anypos,positive
5209,oblique,adj,negative
5210,obliterate,verb,negative
5211,obliterated,adj,negative
5212,oblivious,adj,negative
5213,oblivious,noun,negative
5214,obnoxious,adj,negative
5215,obnoxiously,anypos,negative
5216,obscene,adj,negative
5217,obscenely,anypos,negative
5218,obscenity,noun,negative
5219,obscure,adj,negative
5220,obscure,verb,negative
5221,obscurity,anypos,negative
5222,obsess,verb,negative
5223,obsession,noun,negative
5224,obsessions,noun,negative
5225,obsessive,adj,negative
5226,obsessively,anypos,negative
5227,obsessiveness,noun,negative
5228,obsolete,adj,negative
5229,obstacle,adj,negative
5230,obstacle,noun,negative
5231,obstinate,adj,negative
5232,obstinately,anypos,negative
5233,obstruct,verb,negative
5234,obstruction,noun,negative
5235,obtrusive,adj,negative
5236,obtuse,adj,negative
5237,obviate,verb,positive
5238,obvious,adj,neutral
5239,obvious,anypos,neutral
5240,obvious,noun,neutral
5241,obviously,anypos,negative
5242,odd,adj,negative
5243,odd,anypos,negative
5244,odder,anypos,negative
5245,oddest,anypos,negative
5246,oddities,adj,negative
5247,oddities,noun,negative
5248,oddity,noun,negative
5249,oddly,anypos,negative
5250,offbeat,adj,positive
5251,offence,adj,negative
5252,offence,noun,negative
5253,offend,adj,negative
5254,offend,verb,negative
5255,offending,anypos,negative
5256,offenses,adj,negative
5257,offenses,noun,negative
5258,offensive,adj,negative
5259,offensive,anypos,negative
5260,offensive,noun,negative
5261,offensively,anypos,negative
5262,offensiveness,noun,negative
5263,officious,adj,negative
5264,offset,verb,positive
5265,oh,anypos,neutral
5266,okay,adj,positive
5267,okay,anypos,positive
5268,olympic,adj,neutral
5269,ominous,adj,negative
5270,ominously,anypos,negative
5271,omission,noun,negative
5272,omit,verb,negative
5273,one-side,adj,negative
5274,one-sided,anypos,negative
5275,onerous,adj,negative
5276,onerously,anypos,negative
5277,onslaught,adj,negative
5278,onslaught,noun,negative
5279,onward,adj,positive
5280,onward,noun,positive
5281,open,adj,positive
5282,openly,adj,positive
5283,open-ended,adj,neutral
5284,openness,adj,positive
5285,openness,noun,positive
5286,opinion,adj,neutral
5287,opinion,noun,neutral
5288,opinionated,adj,negative
5289,opinions,adj,neutral
5290,opinions,noun,neutral
5291,opponent,noun,negative
5292,opportune,adj,positive
5293,opportunity,noun,positive
5294,opportunistic,adj,negative
5295,oppose,verb,negative
5296,opposition,adj,negative
5297,opposition,noun,negative
5298,oppositions,adj,negative
5299,oppositions,noun,negative
5300,oppress,verb,negative
5301,oppression,adj,negative
5302,oppression,noun,negative
5303,oppressive,adj,negative
5304,oppressively,anypos,negative
5305,oppressiveness,noun,negative
5306,oppressors,adj,negative
5307,oppressors,noun,negative
5308,optimal,adj,positive
5309,optimism,noun,positive
5310,optimistic,adj,positive
5311,opulent,adj,positive
5312,ordeal,noun,negative
5313,orderly,adj,positive
5314,original,adj,positive
5315,originality,noun,positive
5316,orphan,noun,negative
5317,orthodoxy,noun,neutral
5318,ostracize,verb,negative
5319,ought,anypos,neutral
5320,outbreak,noun,negative
5321,outburst,adj,negative
5322,outburst,noun,negative
5323,outbursts,adj,negative
5324,outbursts,noun,negative
5325,outcast,noun,negative
5326,outcry,noun,negative
5327,outdated,adj,negative
5328,outdo,verb,positive
5329,outgoing,adj,positive
5330,outlaw,noun,negative
5331,outlook,adj,neutral
5332,outlook,noun,neutral
5333,outmoded,adj,negative
5334,outrage,noun,negative
5335,outrage,verb,negative
5336,outraged,adj,negative
5337,outrageous,adj,negative
5338,outrageous,anypos,negative
5339,outrageously,anypos,negative
5340,outrageousness,noun,negative
5341,outrages,noun,negative
5342,outright,adj,neutral
5343,outshine,verb,positive
5344,outsider,noun,negative
5345,outsmart,verb,positive
5346,outspoken,adj,neutral
5347,outspoken,noun,neutral
5348,outstanding,adj,positive
5349,outstandingly,anypos,positive
5350,outstrip,verb,positive
5351,outwit,verb,positive
5352,ovation,adj,positive
5353,ovation,noun,positive
5354,over-acted,anypos,negative
5355,over-valuation,adj,negative
5356,over-valuation,noun,negative
5357,overachiever,noun,positive
5358,overact,anypos,negative
5359,overact,verb,negative
5360,overacted,anypos,negative
5361,overawe,verb,negative
5362,overbalance,verb,negative
5363,overbalanced,adj,negative
5364,overbearing,adj,negative
5365,overbearingly,adverb,negative
5366,overblown,adj,negative
5367,overcome,verb,negative
5368,overdo,verb,negative
5369,overdone,anypos,negative
5370,overdue,adj,negative
5371,overemphasize,verb,negative
5372,overjoyed,adj,positive
5373,overkill,noun,negative
5374,overlook,verb,negative
5375,overplay,verb,negative
